MQ-3,MQ-135,MQ-138,MQ-136,TGS2611,MG-811,MQ-137,MQ-5,MQ-131,tsm
264,160,269,125,137,28,313,431,310,2022-01-24 18:06:33.856
260,157,269,125,138,27,318,434,310,2022-01-24 18:06:33.966
261,157,269,125,137,25,314,432,312,2022-01-24 18:06:34.075
261,157,269,125,137,26,316,432,312,2022-01-24 18:06:34.184
260,157,271,125,139,27,318,434,309,2022-01-24 18:06:34.294
262,159,269,125,135,23,313,431,310,2022-01-24 18:06:34.404
264,162,270,127,140,29,313,431,309,2022-01-24 18:06:34.513
260,159,270,128,139,30,318,432,308,2022-01-24 18:06:34.623
264,160,271,125,137,28,313,429,310,2022-01-24 18:06:34.733
261,157,269,125,137,27,316,434,310,2022-01-24 18:06:34.842
262,162,270,128,140,29,317,431,309,2022-01-24 18:06:34.953
261,157,269,125,137,27,315,432,310,2022-01-24 18:06:35.063
264,160,269,125,140,28,315,430,310,2022-01-24 18:06:35.174
262,162,270,128,139,30,317,432,308,2022-01-24 18:06:35.285
262,159,268,125,135,28,314,432,310,2022-01-24 18:06:35.395
264,162,270,126,140,29,316,431,309,2022-01-24 18:06:35.506
262,159,269,125,137,23,314,432,310,2022-01-24 18:06:35.617
260,158,270,126,139,32,318,434,308,2022-01-24 18:06:35.727
260,159,268,126,139,32,318,434,308,2022-01-24 18:06:35.839
264,162,270,128,137,29,316,431,309,2022-01-24 18:06:35.949
264,160,268,125,140,29,313,431,309,2022-01-24 18:06:36.059
264,160,268,125,135,28,313,429,310,2022-01-24 18:06:36.170
260,159,268,128,138,32,318,434,307,2022-01-24 18:06:36.281
260,158,268,128,142,32,318,433,308,2022-01-24 18:06:36.392
262,160,270,128,142,30,317,432,309,2022-01-24 18:06:36.502
262,162,270,128,142,30,317,432,308,2022-01-24 18:06:36.613
261,157,265,125,137,25,316,434,310,2022-01-24 18:06:36.724
261,157,268,125,138,27,316,434,310,2022-01-24 18:06:36.834
262,162,267,128,140,29,316,431,309,2022-01-24 18:06:36.945
261,157,265,125,137,25,315,432,312,2022-01-24 18:06:37.056
262,159,265,125,135,23,315,431,310,2022-01-24 18:06:37.166
264,160,266,125,137,28,313,431,310,2022-01-24 18:06:37.277
259,159,267,126,139,32,318,434,308,2022-01-24 18:06:37.388
264,162,266,127,140,29,313,430,309,2022-01-24 18:06:37.498
264,162,266,128,139,29,316,431,309,2022-01-24 18:06:37.609
260,157,265,125,138,26,318,433,312,2022-01-24 18:06:37.720
260,160,266,128,139,32,318,434,308,2022-01-24 18:06:37.830
264,160,265,125,137,23,315,431,310,2022-01-24 18:06:37.942
260,157,266,128,139,30,318,434,308,2022-01-24 18:06:38.052
261,160,267,128,139,30,318,433,307,2022-01-24 18:06:38.162
261,157,265,125,135,27,315,433,310,2022-01-24 18:06:38.273
261,157,265,125,140,25,316,432,310,2022-01-24 18:06:38.384
262,157,265,125,137,28,315,432,310,2022-01-24 18:06:38.494
260,160,267,128,139,30,318,433,308,2022-01-24 18:06:38.606
261,157,265,125,137,28,315,432,310,2022-01-24 18:06:38.716
260,157,266,126,139,32,318,434,308,2022-01-24 18:06:38.826
262,159,265,125,135,28,316,432,311,2022-01-24 18:06:38.937
262,159,267,125,135,28,315,431,310,2022-01-24 18:06:39.048
264,162,267,126,139,29,316,431,309,2022-01-24 18:06:39.158
264,162,267,128,140,29,317,432,308,2022-01-24 18:06:39.269
261,157,268,125,139,26,316,434,310,2022-01-24 18:06:39.380
261,157,268,125,135,25,316,432,312,2022-01-24 18:06:39.491
262,157,265,125,137,25,315,432,312,2022-01-24 18:06:39.602
261,160,267,128,139,30,318,433,308,2022-01-24 18:06:39.712
261,157,265,124,138,26,318,434,310,2022-01-24 18:06:39.822
261,157,265,125,137,27,318,434,310,2022-01-24 18:06:39.933
264,162,266,125,139,29,317,431,309,2022-01-24 18:06:40.044
260,157,267,126,139,32,318,435,308,2022-01-24 18:06:40.154
264,160,265,125,135,23,315,432,310,2022-01-24 18:06:40.265
260,157,266,126,138,27,318,435,307,2022-01-24 18:06:40.377
260,159,266,128,139,30,319,434,308,2022-01-24 18:06:40.486
262,160,266,125,140,28,313,431,310,2022-01-24 18:06:40.597
264,162,266,128,139,29,317,431,309,2022-01-24 18:06:40.708
260,159,266,128,139,30,319,433,308,2022-01-24 18:06:40.819
264,160,265,125,140,23,316,431,310,2022-01-24 18:06:40.929
259,157,266,125,139,32,318,435,308,2022-01-24 18:06:41.040
260,157,265,125,138,27,318,435,310,2022-01-24 18:06:41.151
264,162,266,128,139,29,317,432,309,2022-01-24 18:06:41.261
264,162,264,127,140,29,316,431,309,2022-01-24 18:06:41.372
264,160,266,125,137,23,316,431,309,2022-01-24 18:06:41.483
261,157,267,125,139,26,318,434,310,2022-01-24 18:06:41.593
260,159,267,126,139,32,319,435,307,2022-01-24 18:06:41.704
261,157,265,125,138,26,316,434,310,2022-01-24 18:06:41.815
259,157,268,126,138,32,318,435,308,2022-01-24 18:06:41.926
261,157,265,125,138,26,318,434,310,2022-01-24 18:06:42.036
264,162,268,126,139,29,317,432,309,2022-01-24 18:06:42.146
262,160,267,125,140,28,316,430,310,2022-01-24 18:06:42.257
262,162,267,128,140,30,318,432,308,2022-01-24 18:06:42.368
264,160,267,125,137,29,316,432,309,2022-01-24 18:06:42.479
261,157,268,125,137,27,317,433,312,2022-01-24 18:06:42.590
264,162,267,126,140,28,317,431,309,2022-01-24 18:06:42.700
262,162,267,128,140,30,319,433,308,2022-01-24 18:06:42.811
264,162,267,128,137,29,317,432,309,2022-01-24 18:06:42.921
264,162,267,126,140,29,317,432,308,2022-01-24 18:06:43.032
260,157,267,126,138,27,319,435,308,2022-01-24 18:06:43.142
260,160,268,128,139,30,319,434,305,2022-01-24 18:06:43.254
261,157,265,125,137,26,316,434,310,2022-01-24 18:06:43.363
260,160,268,126,139,32,319,434,307,2022-01-24 18:06:43.475
261,160,270,128,139,32,319,434,308,2022-01-24 18:06:43.585
262,159,265,125,137,28,316,432,312,2022-01-24 18:06:43.696
260,159,267,128,139,30,319,435,308,2022-01-24 18:06:43.807
264,162,267,126,140,29,317,431,309,2022-01-24 18:06:43.918
264,160,267,125,137,23,316,432,310,2022-01-24 18:06:44.030
264,162,267,125,137,29,317,431,309,2022-01-24 18:06:44.142
260,157,267,126,139,30,320,434,308,2022-01-24 18:06:44.253
260,160,266,128,138,30,319,434,307,2022-01-24 18:06:44.365
262,159,265,125,135,28,316,431,310,2022-01-24 18:06:44.477
260,160,266,128,142,32,319,434,308,2022-01-24 18:06:44.589
264,160,267,126,137,29,317,432,309,2022-01-24 18:06:44.700
259,159,267,128,138,32,320,434,308,2022-01-24 18:06:44.813
261,157,265,124,137,26,318,434,310,2022-01-24 18:06:44.923
260,157,267,126,138,27,319,435,308,2022-01-24 18:06:45.036
264,162,266,126,140,29,317,432,309,2022-01-24 18:06:45.147
264,162,266,128,140,29,317,431,309,2022-01-24 18:06:45.259
261,160,266,128,139,32,319,433,308,2022-01-24 18:06:45.370
262,162,266,128,140,29,317,432,309,2022-01-24 18:06:45.482
260,159,266,128,138,32,320,435,308,2022-01-24 18:06:45.594
261,160,266,128,139,32,319,434,308,2022-01-24 18:06:45.705
261,157,265,125,137,26,317,434,310,2022-01-24 18:06:45.818
260,157,265,125,138,26,318,435,308,2022-01-24 18:06:45.929
260,160,266,128,139,30,319,434,307,2022-01-24 18:06:46.041
262,162,266,128,140,28,317,433,308,2022-01-24 18:06:46.153
264,162,266,125,140,29,317,431,309,2022-01-24 18:06:46.264
262,160,266,128,139,30,319,434,305,2022-01-24 18:06:46.376
260,157,266,126,138,26,319,436,308,2022-01-24 18:06:46.488
261,157,265,125,139,27,319,434,308,2022-01-24 18:06:46.599
262,162,266,128,138,30,319,432,308,2022-01-24 18:06:46.711
261,157,265,125,137,27,318,434,310,2022-01-24 18:06:46.823
264,162,266,126,140,28,317,432,309,2022-01-24 18:06:46.935
261,157,266,125,139,27,318,435,307,2022-01-24 18:06:47.047
261,157,265,125,138,26,318,434,310,2022-01-24 18:06:47.158
