MQ-3,MQ-135,MQ-138,MQ-136,TGS2611,MG-811,MQ-137,MQ-5,MQ-131,tsm
213,134,270,264,162,82,390,361,318,2022-01-17 14:12:29.987
213,133,227,262,162,82,390,362,319,2022-01-17 14:12:30.097
216,135,253,261,161,81,387,360,322,2022-01-17 14:12:30.206
213,133,209,261,161,81,387,360,322,2022-01-17 14:12:30.315
213,133,244,262,163,82,390,362,319,2022-01-17 14:12:30.425
218,138,193,260,157,69,389,359,320,2022-01-17 14:12:30.535
218,136,240,261,161,81,387,359,320,2022-01-17 14:12:30.644
213,135,206,264,162,82,390,361,318,2022-01-17 14:12:30.754
214,136,238,264,162,82,390,359,319,2022-01-17 14:12:30.864
213,134,207,264,162,82,390,361,319,2022-01-17 14:12:30.974
213,133,231,261,159,81,388,360,322,2022-01-17 14:12:31.083
218,136,203,263,161,81,387,359,321,2022-01-17 14:12:31.195
216,138,235,264,163,84,389,359,317,2022-01-17 14:12:31.306
216,136,198,263,159,81,387,359,321,2022-01-17 14:12:31.416
216,138,238,264,163,83,389,359,317,2022-01-17 14:12:31.527
218,138,200,262,163,81,388,357,320,2022-01-17 14:12:31.638
216,138,235,264,162,83,389,359,317,2022-01-17 14:12:31.748
213,134,198,264,162,83,390,361,317,2022-01-17 14:12:31.858
213,133,231,263,160,82,390,354,318,2022-01-17 14:12:31.969
213,133,205,263,160,82,390,362,319,2022-01-17 14:12:32.079
213,133,231,261,159,81,388,360,322,2022-01-17 14:12:32.190
213,134,218,264,162,83,390,361,317,2022-01-17 14:12:32.301
213,134,226,264,162,83,390,362,318,2022-01-17 14:12:32.411
213,133,222,264,162,82,390,362,319,2022-01-17 14:12:32.522
213,133,217,264,162,83,390,362,318,2022-01-17 14:12:32.633
216,136,227,263,161,81,385,359,321,2022-01-17 14:12:32.744
213,133,207,264,162,82,390,362,318,2022-01-17 14:12:32.854
216,135,229,263,159,81,387,359,320,2022-01-17 14:12:32.965
213,133,200,264,162,83,390,362,319,2022-01-17 14:12:33.076
213,133,241,264,162,83,390,361,318,2022-01-17 14:12:33.186
218,138,202,263,161,81,387,357,320,2022-01-17 14:12:33.297
216,138,238,264,163,84,388,357,319,2022-01-17 14:12:33.407
213,133,197,263,162,82,390,362,319,2022-01-17 14:12:33.518
213,133,233,263,162,82,390,362,320,2022-01-17 14:12:33.629
214,138,200,264,163,83,389,359,317,2022-01-17 14:12:33.740
214,136,232,264,162,82,390,359,317,2022-01-17 14:12:33.850
216,135,204,261,159,81,387,359,320,2022-01-17 14:12:33.960
218,138,226,262,161,81,387,357,320,2022-01-17 14:12:34.071
216,138,211,264,162,81,388,357,320,2022-01-17 14:12:34.182
216,138,222,264,162,82,389,359,317,2022-01-17 14:12:34.293
214,138,224,264,162,82,389,359,317,2022-01-17 14:12:34.403
216,138,218,264,162,82,389,359,317,2022-01-17 14:12:34.514
215,133,228,261,159,81,387,360,322,2022-01-17 14:12:34.625
211,129,197,261,156,87,386,359,322,2022-01-17 14:12:34.735
218,136,226,263,159,81,387,359,320,2022-01-17 14:12:34.846
213,133,192,262,162,82,390,362,319,2022-01-17 14:12:34.956
213,133,223,263,161,82,390,362,319,2022-01-17 14:12:35.067
216,138,178,264,162,84,388,357,319,2022-01-17 14:12:35.178
214,136,202,264,162,83,389,359,317,2022-01-17 14:12:35.288
216,135,157,261,159,81,388,360,322,2022-01-17 14:12:35.399
213,133,181,263,159,81,388,360,322,2022-01-17 14:12:35.509
213,133,165,263,159,82,390,362,319,2022-01-17 14:12:35.620
213,133,236,263,161,82,390,362,319,2022-01-17 14:12:35.731
214,136,226,266,162,83,389,359,319,2022-01-17 14:12:35.842
213,134,246,266,162,83,390,361,319,2022-01-17 14:12:35.952
206,130,226,262,157,73,389,357,325,2022-01-17 14:12:36.063
216,138,232,264,162,83,388,359,320,2022-01-17 14:12:36.173
214,136,226,264,162,82,389,360,317,2022-01-17 14:12:36.284
