MQ-3,MQ-135,MQ-138,MQ-136,TGS2611,MG-811,MQ-137,MQ-5,MQ-131,tsm
323,142,210,117,201,28,387,353,309,2022-01-17 14:34:14.816
320,137,209,115,202,26,388,358,312,2022-01-17 14:34:14.925
322,138,210,115,203,30,390,357,309,2022-01-17 14:34:15.035
321,139,210,115,202,32,388,358,310,2022-01-17 14:34:15.145
320,135,209,116,201,27,386,354,312,2022-01-17 14:34:15.255
320,137,210,114,202,27,388,355,310,2022-01-17 14:34:15.364
321,137,209,116,199,23,385,353,312,2022-01-17 14:34:15.474
320,135,209,113,201,27,387,354,312,2022-01-17 14:34:15.584
322,139,210,116,199,25,385,353,311,2022-01-17 14:34:15.693
321,138,210,115,202,32,387,356,310,2022-01-17 14:34:15.803
322,139,210,115,202,30,387,355,309,2022-01-17 14:34:15.913
322,139,210,116,199,29,385,353,311,2022-01-17 14:34:16.025
321,137,209,113,199,23,385,353,312,2022-01-17 14:34:16.135
322,139,210,116,199,29,385,353,311,2022-01-17 14:34:16.246
320,137,209,113,200,26,386,354,312,2022-01-17 14:34:16.355
320,137,209,113,199,25,385,354,314,2022-01-17 14:34:16.466
320,137,210,114,200,26,387,356,312,2022-01-17 14:34:16.577
322,139,211,115,202,30,387,355,309,2022-01-17 14:34:16.688
328,139,209,113,197,23,383,353,312,2022-01-17 14:34:16.798
320,137,210,114,202,27,388,356,312,2022-01-17 14:34:16.909
322,140,210,115,197,29,385,351,311,2022-01-17 14:34:17.020
322,139,209,116,197,28,385,353,311,2022-01-17 14:34:17.130
320,139,210,114,202,27,387,358,312,2022-01-17 14:34:17.241
322,140,209,113,197,25,385,353,312,2022-01-17 14:34:17.352
322,142,210,115,202,32,387,356,309,2022-01-17 14:34:17.463
320,138,210,114,200,32,388,358,310,2022-01-17 14:34:17.573
322,142,210,115,199,29,385,353,309,2022-01-17 14:34:17.684
322,139,210,115,200,30,387,356,309,2022-01-17 14:34:17.794
320,135,209,113,197,28,386,355,312,2022-01-17 14:34:17.905
322,139,210,115,200,30,387,356,309,2022-01-17 14:34:18.015
320,139,210,118,200,30,388,356,309,2022-01-17 14:34:18.126
322,139,211,116,197,28,384,353,312,2022-01-17 14:34:18.237
322,139,210,115,200,29,386,355,309,2022-01-17 14:34:18.348
321,139,209,116,197,28,383,353,312,2022-01-17 14:34:18.458
320,137,210,114,200,27,387,358,312,2022-01-17 14:34:18.569
319,135,209,113,198,26,386,355,312,2022-01-17 14:34:18.680
322,139,210,114,202,30,388,356,309,2022-01-17 14:34:18.790
322,139,211,113,197,29,383,353,311,2022-01-17 14:34:18.901
319,137,210,115,200,27,386,356,312,2022-01-17 14:34:19.012
322,139,211,115,199,29,385,353,309,2022-01-17 14:34:19.122
319,135,209,113,197,25,386,354,312,2022-01-17 14:34:19.233
320,137,209,113,197,28,384,351,312,2022-01-17 14:34:19.343
320,138,211,114,202,27,387,355,310,2022-01-17 14:34:19.454
322,140,211,116,199,29,385,351,311,2022-01-17 14:34:19.564
317,135,209,113,199,27,386,354,312,2022-01-17 14:34:19.675
319,135,212,113,197,27,386,354,312,2022-01-17 14:34:19.786
322,139,210,118,200,30,387,353,309,2022-01-17 14:34:19.897
322,139,210,115,200,30,386,354,309,2022-01-17 14:34:20.008
320,137,209,113,197,25,384,351,312,2022-01-17 14:34:20.118
320,135,209,113,197,25,384,352,312,2022-01-17 14:34:20.228
322,138,211,115,200,30,385,353,309,2022-01-17 14:34:20.339
319,137,209,113,197,25,384,351,312,2022-01-17 14:34:20.449
322,142,211,114,200,30,385,353,309,2022-01-17 14:34:20.560
322,139,211,115,197,28,383,349,311,2022-01-17 14:34:20.671
317,135,209,113,198,26,384,352,312,2022-01-17 14:34:20.782
