MQ-3,MQ-135,MQ-138,MQ-136,TGS2611,MG-811,MQ-137,MQ-5,MQ-131,tsm
311,117,197,149,201,37,351,207,312,2022-01-24 12:38:12.711
309,117,197,152,202,42,354,207,310,2022-01-24 12:38:12.828
309,117,197,149,201,39,353,207,312,2022-01-24 12:38:12.927
314,118,198,152,201,39,352,205,309,2022-01-24 12:38:13.043
309,116,197,149,201,37,351,206,312,2022-01-24 12:38:13.149
309,117,198,151,202,40,354,208,312,2022-01-24 12:38:13.265
310,118,198,152,202,42,354,210,309,2022-01-24 12:38:13.365
309,116,197,151,203,42,354,207,312,2022-01-24 12:38:13.481
309,116,197,149,201,39,352,206,312,2022-01-24 12:38:13.586
312,117,197,149,201,37,351,205,311,2022-01-24 12:38:13.698
314,120,198,152,201,41,353,208,309,2022-01-24 12:38:13.813
312,117,197,149,201,37,352,205,310,2022-01-24 12:38:13.916
309,117,197,149,201,39,354,207,312,2022-01-24 12:38:14.028
309,117,197,149,201,39,353,206,312,2022-01-24 12:38:14.145
311,118,198,152,202,42,355,208,309,2022-01-24 12:38:14.250
309,116,197,152,202,42,355,210,310,2022-01-24 12:38:14.368
311,118,198,152,202,42,355,207,309,2022-01-24 12:38:14.466
312,118,198,151,201,39,351,205,309,2022-01-24 12:38:14.582
312,120,198,151,201,39,353,208,309,2022-01-24 12:38:14.698
309,116,197,151,202,42,355,210,312,2022-01-24 12:38:14.798
312,118,197,151,201,37,353,205,309,2022-01-24 12:38:14.913
312,120,198,152,201,41,353,208,309,2022-01-24 12:38:15.033
309,117,197,149,201,37,354,206,312,2022-01-24 12:38:15.144
312,118,200,154,203,42,356,208,308,2022-01-24 12:38:15.255
312,117,197,149,201,37,353,205,311,2022-01-24 12:38:15.366
312,120,198,152,202,39,353,208,309,2022-01-24 12:38:15.467
309,116,197,149,201,39,354,207,312,2022-01-24 12:38:15.583
312,118,198,151,201,39,353,205,309,2022-01-24 12:38:15.699
312,120,200,152,202,42,356,209,309,2022-01-24 12:38:15.798
311,117,197,149,201,37,353,205,311,2022-01-24 12:38:15.915
309,116,197,151,202,40,355,208,310,2022-01-24 12:38:16.031
312,119,197,151,201,39,353,205,311,2022-01-24 12:38:16.135
312,120,200,154,202,42,356,208,308,2022-01-24 12:38:16.247
311,117,197,149,201,37,354,206,310,2022-01-24 12:38:16.352
311,117,197,149,201,37,353,205,311,2022-01-24 12:38:16.468
312,120,198,152,202,41,355,205,309,2022-01-24 12:38:16.584
312,120,200,152,203,42,356,209,309,2022-01-24 12:38:16.684
312,120,200,152,203,42,358,208,309,2022-01-24 12:38:16.800
311,117,197,149,201,37,357,205,311,2022-01-24 12:38:16.915
314,120,200,152,203,41,357,208,309,2022-01-24 12:38:17.015
311,117,197,149,201,37,357,205,311,2022-01-24 12:38:17.131
312,120,200,152,203,41,359,208,309,2022-01-24 12:38:17.235
312,118,198,151,201,37,357,205,311,2022-01-24 12:38:17.354
311,117,197,149,201,37,358,206,311,2022-01-24 12:38:17.469
312,120,198,152,203,41,357,208,309,2022-01-24 12:38:17.570
312,120,199,151,203,39,357,208,309,2022-01-24 12:38:17.686
309,117,197,149,203,39,358,207,312,2022-01-24 12:38:17.801
312,117,197,151,201,37,357,207,311,2022-01-24 12:38:17.902
309,116,197,149,203,39,359,207,312,2022-01-24 12:38:18.018
309,117,198,152,203,42,360,210,310,2022-01-24 12:38:18.133
311,117,197,149,203,37,358,207,311,2022-01-24 12:38:18.233
309,117,197,149,203,39,359,207,312,2022-01-24 12:38:18.355
312,120,198,151,203,39,357,205,309,2022-01-24 12:38:18.455
314,114,200,152,203,38,364,217,308,2022-01-24 12:38:18.574
310,117,198,152,203,42,360,210,310,2022-01-24 12:38:18.686
312,120,198,154,203,42,360,208,308,2022-01-24 12:38:18.786
312,118,199,151,201,37,357,205,309,2022-01-24 12:38:18.902
309,117,197,149,204,39,359,207,312,2022-01-24 12:38:19.018
312,120,200,154,203,42,362,208,308,2022-01-24 12:38:19.118
310,118,198,154,203,42,362,210,310,2022-01-24 12:38:19.233
309,117,198,152,204,42,358,210,310,2022-01-24 12:38:19.350
312,120,198,152,203,41,357,208,309,2022-01-24 12:38:19.455
312,118,199,151,201,39,357,205,311,2022-01-24 12:38:19.571
312,118,200,154,203,42,360,208,309,2022-01-24 12:38:19.672
311,117,197,149,201,37,357,206,312,2022-01-24 12:38:19.787
309,117,197,151,204,40,359,208,312,2022-01-24 12:38:19.904
311,117,197,149,201,37,357,207,312,2022-01-24 12:38:20.003
311,118,200,154,206,42,362,210,309,2022-01-24 12:38:20.124
312,119,199,152,204,39,359,208,309,2022-01-24 12:38:20.235
312,120,200,154,203,42,361,209,308,2022-01-24 12:38:20.346
310,118,200,152,206,42,363,210,309,2022-01-24 12:38:20.456
312,120,200,154,204,42,362,208,308,2022-01-24 12:38:20.556
311,119,200,154,206,42,363,210,309,2022-01-24 12:38:20.672
311,117,197,149,204,37,361,206,311,2022-01-24 12:38:20.788
311,118,200,152,204,42,363,210,310,2022-01-24 12:38:20.888
309,117,197,151,204,39,362,207,311,2022-01-24 12:38:21.003
311,119,200,154,206,42,364,210,310,2022-01-24 12:38:21.122
309,117,199,151,203,40,364,207,312,2022-01-24 12:38:21.220
311,117,197,149,204,37,362,206,311,2022-01-24 12:38:21.336
309,117,197,149,204,37,363,207,312,2022-01-24 12:38:21.453
309,117,197,149,203,39,363,208,312,2022-01-24 12:38:21.557
312,120,200,154,204,42,365,209,308,2022-01-24 12:38:21.673
309,117,198,152,204,42,366,210,310,2022-01-24 12:38:21.774
311,118,200,154,206,42,366,210,310,2022-01-24 12:38:21.889
309,117,199,149,204,39,364,207,312,2022-01-24 12:38:22.006
311,118,199,152,206,42,366,210,310,2022-01-24 12:38:22.105
313,120,200,152,204,42,365,208,309,2022-01-24 12:38:22.222
309,117,199,151,203,40,366,210,312,2022-01-24 12:38:22.338
310,118,200,154,206,42,367,210,309,2022-01-24 12:38:22.439
311,118,200,154,206,42,366,210,308,2022-01-24 12:38:22.559
312,118,200,154,206,42,366,210,308,2022-01-24 12:38:22.661
312,118,199,151,204,37,363,207,309,2022-01-24 12:38:22.774
311,117,197,151,205,37,364,207,312,2022-01-24 12:38:22.890
312,117,199,151,204,37,365,207,311,2022-01-24 12:38:23.006
309,117,199,151,204,39,367,208,312,2022-01-24 12:38:23.106
311,117,197,151,204,37,367,206,312,2022-01-24 12:38:23.222
312,120,200,152,205,39,365,208,309,2022-01-24 12:38:23.340
312,120,200,154,206,42,371,209,309,2022-01-24 12:38:23.453
312,120,200,152,205,39,369,205,309,2022-01-24 12:38:23.560
311,117,197,151,204,37,371,206,311,2022-01-24 12:38:23.676
312,120,200,154,206,42,374,209,308,2022-01-24 12:38:23.776
311,117,199,151,204,37,370,206,311,2022-01-24 12:38:23.894
311,117,199,151,204,37,369,205,311,2022-01-24 12:38:24.008
312,117,199,151,204,37,371,207,311,2022-01-24 12:38:24.124
312,118,200,154,203,42,374,210,309,2022-01-24 12:38:24.224
312,120,202,154,206,42,374,209,308,2022-01-24 12:38:24.341
311,118,200,154,206,42,372,210,310,2022-01-24 12:38:24.456
312,120,201,152,204,41,372,209,309,2022-01-24 12:38:24.561
314,120,202,154,206,42,374,209,309,2022-01-24 12:38:24.677
311,117,199,154,206,42,376,210,310,2022-01-24 12:38:24.782
311,117,197,151,204,39,374,208,310,2022-01-24 12:38:24.893
313,117,199,151,205,37,373,208,311,2022-01-24 12:38:25.009
311,117,199,153,204,42,376,210,310,2022-01-24 12:38:25.125
314,120,200,154,205,41,374,209,309,2022-01-24 12:38:25.237
312,120,200,154,206,42,376,209,309,2022-01-24 12:38:25.351
312,117,199,151,205,37,373,207,311,2022-01-24 12:38:25.462
313,118,199,151,205,37,375,208,310,2022-01-24 12:38:25.563
314,118,200,153,205,39,377,208,311,2022-01-24 12:38:25.679
314,120,200,152,204,41,377,208,309,2022-01-24 12:38:25.794
311,117,199,151,205,39,378,208,311,2022-01-24 12:38:25.899
314,120,202,154,206,42,378,209,309,2022-01-24 12:38:26.010
312,118,200,154,206,42,379,210,310,2022-01-24 12:38:26.126
309,117,197,151,205,39,377,208,311,2022-01-24 12:38:26.242
314,120,202,154,206,42,379,209,309,2022-01-24 12:38:26.344
312,117,199,151,205,37,377,208,312,2022-01-24 12:38:26.464
313,119,200,151,205,39,377,208,309,2022-01-24 12:38:26.581
312,117,199,151,205,37,377,207,311,2022-01-24 12:38:26.679
311,117,199,151,205,39,378,207,312,2022-01-24 12:38:26.796
311,118,200,154,206,42,379,210,310,2022-01-24 12:38:26.911
314,120,202,154,206,42,379,209,308,2022-01-24 12:38:27.027
313,117,199,151,205,37,377,208,311,2022-01-24 12:38:27.127
313,117,199,151,205,37,377,208,311,2022-01-24 12:38:27.249
313,117,200,153,206,42,380,210,310,2022-01-24 12:38:27.360
314,120,202,154,206,41,379,209,309,2022-01-24 12:38:27.464
314,120,202,154,206,42,380,210,308,2022-01-24 12:38:27.581
311,117,200,152,207,42,380,210,310,2022-01-24 12:38:27.696
314,120,200,154,206,42,380,209,309,2022-01-24 12:38:27.797
313,117,199,152,206,42,380,210,310,2022-01-24 12:38:27.912
314,120,202,154,206,42,380,209,309,2022-01-24 12:38:28.030
311,117,200,152,207,42,382,210,310,2022-01-24 12:38:28.145
311,117,199,151,205,39,379,208,312,2022-01-24 12:38:28.246
312,118,200,154,206,42,382,210,310,2022-01-24 12:38:28.366
314,120,202,154,206,41,379,209,309,2022-01-24 12:38:28.466
314,122,202,154,206,42,381,209,309,2022-01-24 12:38:28.582
315,118,200,151,205,37,379,208,309,2022-01-24 12:38:28.698
311,117,201,153,206,40,380,210,312,2022-01-24 12:38:28.814
313,117,199,151,205,37,380,208,312,2022-01-24 12:38:28.915
314,119,200,151,205,37,378,208,311,2022-01-24 12:38:29.031
313,117,199,151,206,40,382,210,312,2022-01-24 12:38:29.146
311,117,199,151,205,40,380,208,312,2022-01-24 12:38:29.261
314,120,202,154,206,42,382,209,309,2022-01-24 12:38:29.367
314,120,202,154,206,42,381,209,309,2022-01-24 12:38:29.483
315,120,202,154,206,41,380,209,309,2022-01-24 12:38:29.584
313,117,199,151,205,39,380,208,312,2022-01-24 12:38:29.700
314,120,202,154,206,42,379,209,309,2022-01-24 12:38:29.817
314,120,200,153,207,41,379,209,309,2022-01-24 12:38:29.932
313,117,199,151,205,40,382,210,312,2022-01-24 12:38:30.031
311,117,199,151,205,39,380,209,312,2022-01-24 12:38:30.155
313,117,199,151,205,37,379,207,312,2022-01-24 12:38:30.267
312,119,200,154,206,42,382,210,310,2022-01-24 12:38:30.369
311,117,199,151,205,39,380,207,312,2022-01-24 12:38:30.485
313,117,199,151,205,37,380,208,311,2022-01-24 12:38:30.602
314,120,200,153,205,39,375,208,311,2022-01-24 12:38:30.701
311,117,199,153,206,39,378,210,312,2022-01-24 12:38:30.817
313,117,201,153,207,42,379,210,312,2022-01-24 12:38:30.932
313,117,199,151,205,37,377,207,312,2022-01-24 12:38:31.048
314,120,202,154,206,41,381,208,309,2022-01-24 12:38:31.148
313,117,199,151,205,37,379,208,311,2022-01-24 12:38:31.269
314,118,201,153,205,39,379,207,311,2022-01-24 12:38:31.385
313,117,199,151,205,39,380,207,312,2022-01-24 12:38:31.485
314,122,202,154,206,42,380,209,309,2022-01-24 12:38:31.601
315,119,201,153,205,37,377,209,311,2022-01-24 12:38:31.718
313,118,202,154,207,42,382,210,310,2022-01-24 12:38:31.833
313,117,199,151,205,39,379,208,312,2022-01-24 12:38:31.933
313,117,199,153,206,40,380,210,312,2022-01-24 12:38:32.049
313,117,201,152,207,42,380,210,314,2022-01-24 12:38:32.164
314,117,199,151,205,37,379,209,312,2022-01-24 12:38:32.271
315,113,203,153,207,42,380,210,312,2022-01-24 12:38:32.387
313,117,199,151,205,39,381,208,312,2022-01-24 12:38:32.503
314,118,199,153,205,37,379,207,311,2022-01-24 12:38:32.603
313,117,200,154,207,40,382,210,312,2022-01-24 12:38:32.722
311,117,201,154,207,42,382,210,312,2022-01-24 12:38:32.835
314,120,202,154,207,42,381,210,309,2022-01-24 12:38:32.935
315,122,202,154,206,41,380,209,309,2022-01-24 12:38:33.050
313,118,200,154,206,42,382,210,310,2022-01-24 12:38:33.172
315,118,201,153,205,39,380,207,311,2022-01-24 12:38:33.272
315,119,201,153,205,39,380,208,311,2022-01-24 12:38:33.388
313,117,201,152,207,40,382,210,312,2022-01-24 12:38:33.504
316,127,202,154,207,42,382,210,310,2022-01-24 12:38:33.620
314,122,202,154,206,42,382,209,309,2022-01-24 12:38:33.721
314,120,202,154,207,42,382,210,309,2022-01-24 12:38:33.838
313,117,199,151,207,39,380,208,312,2022-01-24 12:38:33.952
314,120,202,154,207,42,382,210,309,2022-01-24 12:38:34.067
313,118,202,154,208,42,382,210,310,2022-01-24 12:38:34.174
313,117,201,152,207,40,382,210,312,2022-01-24 12:38:34.290
314,120,202,154,206,42,381,209,309,2022-01-24 12:38:34.392
314,117,199,151,205,37,380,208,312,2022-01-24 12:38:34.506
315,118,201,153,205,37,379,208,311,2022-01-24 12:38:34.622
314,118,202,154,207,42,382,210,309,2022-01-24 12:38:34.722
316,127,202,154,207,42,383,210,310,2022-01-24 12:38:34.838
314,118,201,151,205,37,379,208,311,2022-01-24 12:38:34.954
313,117,201,154,207,40,382,210,312,2022-01-24 12:38:35.070
313,117,201,151,208,39,380,208,312,2022-01-24 12:38:35.176
314,122,202,154,207,40,377,209,309,2022-01-24 12:38:35.291
315,122,202,154,207,39,377,208,309,2022-01-24 12:38:35.407
315,120,202,154,207,39,377,209,309,2022-01-24 12:38:35.507
313,117,201,154,208,42,378,210,312,2022-01-24 12:38:35.623
315,122,202,154,207,41,377,209,309,2022-01-24 12:38:35.739
314,122,202,154,208,42,378,209,309,2022-01-24 12:38:35.839
313,117,201,151,208,37,377,208,312,2022-01-24 12:38:35.954
313,117,201,151,208,39,378,207,312,2022-01-24 12:38:36.076
313,117,199,153,208,37,377,208,312,2022-01-24 12:38:36.176
311,117,201,154,207,42,379,210,310,2022-01-24 12:38:36.292
313,118,202,154,210,42,380,210,310,2022-01-24 12:38:36.408
314,120,202,154,208,41,378,209,309,2022-01-24 12:38:36.513
311,118,202,154,207,42,380,211,310,2022-01-24 12:38:36.624
