MQ-3,MQ-135,MQ-138,MQ-136,TGS2611,MG-811,MQ-137,MQ-5,MQ-131,tsm
251,280,345,249,770,29,646,493,295,2022-01-23 13:03:59.715
251,282,346,250,768,29,646,495,293,2022-01-23 13:03:59.815
249,277,345,247,774,29,648,494,297,2022-01-23 13:03:59.931
250,282,346,250,769,32,648,496,295,2022-01-23 13:04:00.031
251,282,346,250,768,32,647,495,293,2022-01-23 13:04:00.147
251,280,346,249,770,29,646,494,295,2022-01-23 13:04:00.264
250,280,346,250,772,32,649,496,295,2022-01-23 13:04:00.362
251,282,346,250,768,31,646,494,295,2022-01-23 13:04:00.478
249,279,347,249,776,28,649,495,298,2022-01-23 13:04:00.594
251,282,346,250,769,32,647,495,293,2022-01-23 13:04:00.694
249,277,345,249,774,28,647,494,296,2022-01-23 13:04:00.810
249,277,345,249,774,29,648,494,296,2022-01-23 13:04:00.916
247,277,347,249,774,28,649,495,296,2022-01-23 13:04:01.032
251,280,346,250,769,34,649,496,294,2022-01-23 13:04:01.132
250,282,346,250,772,32,649,496,294,2022-01-23 13:04:01.248
251,279,345,249,770,29,646,493,296,2022-01-23 13:04:01.364
250,280,346,250,773,32,649,497,294,2022-01-23 13:04:01.477
249,279,351,250,773,32,649,497,296,2022-01-23 13:04:01.580
251,280,352,250,768,29,646,493,295,2022-01-23 13:04:01.695
251,282,342,251,765,30,647,495,293,2022-01-23 13:04:01.796
250,280,339,250,773,32,649,497,294,2022-01-23 13:04:01.918
251,282,347,250,767,29,646,494,295,2022-01-23 13:04:02.018
252,282,352,248,769,30,646,494,293,2022-01-23 13:04:02.134
251,282,352,250,769,30,646,495,293,2022-01-23 13:04:02.250
247,277,345,249,775,28,649,495,296,2022-01-23 13:04:02.350
249,277,345,249,774,29,648,494,296,2022-01-23 13:04:02.466
249,277,345,249,774,28,648,494,296,2022-01-23 13:04:02.582
251,280,345,249,768,29,646,493,295,2022-01-23 13:04:02.682
251,280,346,250,772,32,649,496,293,2022-01-23 13:04:02.797
251,282,346,250,769,30,646,494,293,2022-01-23 13:04:02.907
251,280,346,249,768,29,646,493,295,2022-01-23 13:04:03.020
249,279,345,250,773,30,649,496,296,2022-01-23 13:04:03.135
251,279,345,249,770,29,646,493,296,2022-01-23 13:04:03.235
252,279,345,249,770,29,646,493,295,2022-01-23 13:04:03.351
249,279,349,250,773,32,649,496,296,2022-01-23 13:04:03.467
251,278,340,249,770,29,646,493,297,2022-01-23 13:04:03.568
249,279,342,250,775,32,649,496,296,2022-01-23 13:04:03.683
251,280,349,247,768,29,646,492,295,2022-01-23 13:04:03.799
251,277,341,249,770,29,646,493,296,2022-01-23 13:04:03.899
251,282,350,250,769,32,647,496,293,2022-01-23 13:04:04.021
250,282,346,250,781,24,656,493,293,2022-01-23 13:04:04.121
249,277,345,249,775,28,648,494,296,2022-01-23 13:04:04.237
249,279,348,249,773,30,649,496,296,2022-01-23 13:04:04.353
249,279,346,250,773,32,649,497,296,2022-01-23 13:04:04.453
252,280,345,249,768,29,645,493,295,2022-01-23 13:04:04.569
251,279,345,247,770,29,646,493,296,2022-01-23 13:04:04.684
251,278,345,247,770,29,646,493,296,2022-01-23 13:04:04.785
249,278,344,249,773,32,649,496,296,2022-01-23 13:04:04.900
249,277,345,249,775,28,647,495,296,2022-01-23 13:04:05.016
249,277,345,249,774,28,647,494,296,2022-01-23 13:04:05.131
254,280,352,249,767,29,644,493,295,2022-01-23 13:04:05.239
252,279,340,249,770,29,646,493,295,2022-01-23 13:04:05.343
250,279,352,248,773,32,649,496,294,2022-01-23 13:04:05.454
249,277,351,247,774,27,647,495,296,2022-01-23 13:04:05.571
254,282,352,250,768,31,646,494,293,2022-01-23 13:04:05.671
252,280,342,250,767,29,646,493,295,2022-01-23 13:04:05.786
251,277,345,247,770,28,644,493,296,2022-01-23 13:04:05.904
247,277,345,249,775,30,649,496,296,2022-01-23 13:04:06.002
250,280,347,250,773,32,647,497,295,2022-01-23 13:04:06.124
251,277,345,247,770,29,646,493,296,2022-01-23 13:04:06.224
250,280,346,250,772,32,648,496,294,2022-01-23 13:04:06.340
250,280,346,250,772,34,648,496,294,2022-01-23 13:04:06.458
249,279,347,249,774,28,647,495,296,2022-01-23 13:04:06.557
252,282,346,250,769,31,646,494,293,2022-01-23 13:04:06.673
249,277,343,247,774,28,647,495,296,2022-01-23 13:04:06.791
249,277,345,249,774,28,647,495,296,2022-01-23 13:04:06.887
254,280,340,248,769,29,645,494,293,2022-01-23 13:04:07.004
252,279,337,249,770,29,645,493,295,2022-01-23 13:04:07.120
249,277,341,249,774,29,647,493,297,2022-01-23 13:04:07.226
251,280,342,250,773,32,648,496,294,2022-01-23 13:04:07.341
252,279,349,247,770,29,646,492,295,2022-01-23 13:04:07.441
254,280,340,249,769,29,646,493,293,2022-01-23 13:04:07.558
252,277,345,247,774,29,646,493,296,2022-01-23 13:04:07.673
251,277,345,247,771,29,646,493,297,2022-01-23 13:04:07.773
254,280,344,247,770,29,644,493,295,2022-01-23 13:04:07.889
249,277,345,248,773,30,649,496,296,2022-01-23 13:04:08.005
249,277,346,248,774,30,649,495,296,2022-01-23 13:04:08.104
254,282,346,250,769,31,646,494,293,2022-01-23 13:04:08.226
251,278,343,247,770,28,646,492,297,2022-01-23 13:04:08.326
251,279,345,249,770,29,646,492,297,2022-01-23 13:04:08.442
252,278,345,247,771,29,646,492,295,2022-01-23 13:04:08.558
250,280,350,250,773,32,649,496,295,2022-01-23 13:04:08.658
252,278,345,249,770,29,646,492,296,2022-01-23 13:04:08.774
251,277,343,247,772,29,646,493,296,2022-01-23 13:04:08.890
252,280,350,250,768,32,646,495,293,2022-01-23 13:04:08.990
254,280,344,248,769,30,646,494,293,2022-01-23 13:04:09.106
252,280,360,248,769,32,646,495,293,2022-01-23 13:04:09.221
251,280,354,248,769,32,648,496,293,2022-01-23 13:04:09.328
249,277,346,249,776,30,648,496,296,2022-01-23 13:04:09.444
251,279,345,247,771,29,646,492,297,2022-01-23 13:04:09.545
252,277,347,247,771,29,646,493,296,2022-01-23 13:04:09.659
252,280,346,250,769,32,647,495,295,2022-01-23 13:04:09.775
254,280,346,248,768,31,646,494,293,2022-01-23 13:04:09.892
254,280,352,248,767,29,646,492,295,2022-01-23 13:04:09.992
251,280,339,250,769,32,648,496,294,2022-01-23 13:04:10.107
254,280,346,247,770,29,644,493,295,2022-01-23 13:04:10.226
252,278,345,247,770,29,646,493,295,2022-01-23 13:04:10.329
254,280,346,248,769,29,646,493,293,2022-01-23 13:04:10.446
251,279,347,250,773,32,649,496,296,2022-01-23 13:04:10.561
251,277,337,250,775,30,649,496,296,2022-01-23 13:04:10.661
254,279,354,245,768,29,646,493,295,2022-01-23 13:04:10.777
254,282,352,250,770,30,646,494,293,2022-01-23 13:04:10.893
