MQ-3,MQ-135,MQ-138,MQ-136,TGS2611,MG-811,MQ-137,MQ-5,MQ-131,tsm
249,185,184,151,178,82,330,310,303,2022-01-23 11:45:59.768
250,190,186,154,178,79,328,307,305,2022-01-23 11:45:59.883
250,182,186,154,178,88,330,309,296,2022-01-23 11:45:59.989
247,181,184,151,178,86,329,308,303,2022-01-23 11:46:00.105
251,186,186,152,178,86,329,307,303,2022-01-23 11:46:00.205
250,166,185,151,177,80,327,307,304,2022-01-23 11:46:00.321
249,189,183,151,177,90,330,308,306,2022-01-23 11:46:00.421
249,189,183,149,177,80,327,306,290,2022-01-23 11:46:00.537
251,191,186,151,177,77,327,305,301,2022-01-23 11:46:00.653
251,190,186,152,177,79,329,305,295,2022-01-23 11:46:00.753
251,200,186,154,178,82,329,307,304,2022-01-23 11:46:00.869
249,189,183,149,177,77,326,306,307,2022-01-23 11:46:00.985
251,190,186,154,178,80,329,307,295,2022-01-23 11:46:01.091
251,190,186,152,178,79,329,305,309,2022-01-23 11:46:01.207
249,185,183,149,177,80,327,306,308,2022-01-23 11:46:01.307
249,185,183,149,177,87,327,307,307,2022-01-23 11:46:01.423
247,183,183,149,177,77,328,307,299,2022-01-23 11:46:01.540
250,190,186,154,178,78,330,308,305,2022-01-23 11:46:01.638
250,202,186,154,178,79,330,308,305,2022-01-23 11:46:01.755
251,187,185,149,177,76,327,305,307,2022-01-23 11:46:01.870
249,188,185,151,178,78,328,308,306,2022-01-23 11:46:01.970
249,189,183,151,177,74,328,310,306,2022-01-23 11:46:02.092
251,190,186,154,178,78,330,308,308,2022-01-23 11:46:02.192
251,186,185,151,177,80,325,305,306,2022-01-23 11:46:02.308
254,186,185,151,177,80,325,305,301,2022-01-23 11:46:02.424
249,185,184,151,178,86,330,310,302,2022-01-23 11:46:02.524
251,185,185,151,177,81,325,307,301,2022-01-23 11:46:02.640
251,187,186,152,178,75,327,305,305,2022-01-23 11:46:02.756
251,186,185,151,177,71,325,305,305,2022-01-23 11:46:02.856
249,185,183,151,177,74,328,310,306,2022-01-23 11:46:02.971
252,186,186,152,177,71,327,305,304,2022-01-23 11:46:03.087
251,186,186,154,178,74,330,308,305,2022-01-23 11:46:03.194
250,187,185,152,178,75,330,308,307,2022-01-23 11:46:03.309
251,187,185,153,177,71,327,305,309,2022-01-23 11:46:03.410
252,190,186,152,177,71,327,305,301,2022-01-23 11:46:03.526
251,190,186,154,178,74,329,307,308,2022-01-23 11:46:03.642
249,189,184,152,178,74,330,307,313,2022-01-23 11:46:03.741
249,185,183,151,177,72,328,306,316,2022-01-23 11:46:03.858
251,187,186,154,178,75,328,305,309,2022-01-23 11:46:03.973
250,188,186,154,178,74,328,307,306,2022-01-23 11:46:04.074
251,186,185,151,177,71,327,305,316,2022-01-23 11:46:04.196
249,185,183,151,176,74,328,306,314,2022-01-23 11:46:04.296
250,184,183,149,177,71,325,305,313,2022-01-23 11:46:04.412
251,187,186,152,177,73,327,305,305,2022-01-23 11:46:04.527
249,183,183,149,177,71,325,306,308,2022-01-23 11:46:04.627
251,190,184,153,177,76,327,305,308,2022-01-23 11:46:04.745
249,208,183,149,177,76,327,306,308,2022-01-23 11:46:04.859
249,196,186,152,178,90,330,308,308,2022-01-23 11:46:04.960
251,194,186,153,178,76,329,308,308,2022-01-23 11:46:05.075
250,191,186,154,178,78,330,308,309,2022-01-23 11:46:05.191
251,194,186,152,178,76,327,305,309,2022-01-23 11:46:05.297
