MQ-3,MQ-135,MQ-138,MQ-136,TGS2611,MG-811,MQ-137,MQ-5,MQ-131,tsm
284,125,189,245,144,74,360,374,306,2022-01-17 12:48:28.673
284,125,178,244,146,74,362,376,304,2022-01-17 12:48:28.784
285,125,159,245,144,71,360,374,306,2022-01-17 12:48:28.893
286,130,175,246,146,73,359,372,305,2022-01-17 12:48:29.002
284,125,151,245,144,72,360,374,306,2022-01-17 12:48:29.111
284,125,173,245,143,72,360,374,307,2022-01-17 12:48:29.222
286,130,146,246,145,71,359,371,305,2022-01-17 12:48:29.330
288,128,174,245,145,69,357,371,307,2022-01-17 12:48:29.441
284,125,141,246,144,74,362,374,306,2022-01-17 12:48:29.550
288,128,174,244,143,69,357,371,306,2022-01-17 12:48:29.659
288,128,138,245,144,69,357,371,307,2022-01-17 12:48:29.771
285,125,173,245,144,71,360,374,307,2022-01-17 12:48:29.881
284,125,139,246,143,74,362,374,305,2022-01-17 12:48:29.992
284,125,169,245,143,72,360,374,306,2022-01-17 12:48:30.102
284,125,144,247,146,74,362,374,305,2022-01-17 12:48:30.214
285,125,165,245,144,69,357,372,307,2022-01-17 12:48:30.324
284,125,153,247,144,72,360,374,306,2022-01-17 12:48:30.434
286,128,162,250,146,74,359,373,305,2022-01-17 12:48:30.546
286,127,161,247,144,69,357,372,308,2022-01-17 12:48:30.655
281,117,145,247,144,74,358,374,307,2022-01-17 12:48:30.766
284,126,170,250,146,74,360,372,305,2022-01-17 12:48:30.877
284,125,141,247,143,74,360,374,306,2022-01-17 12:48:30.988
284,125,172,246,146,74,360,374,306,2022-01-17 12:48:31.098
284,127,136,248,146,74,360,373,305,2022-01-17 12:48:31.209
286,130,174,248,143,73,357,372,305,2022-01-17 12:48:31.319
284,125,132,248,146,74,360,375,305,2022-01-17 12:48:31.431
285,125,172,247,144,69,357,372,307,2022-01-17 12:48:31.541
286,128,133,247,144,69,356,372,308,2022-01-17 12:48:31.652
288,128,168,247,144,71,357,371,308,2022-01-17 12:48:31.762
284,125,135,247,143,74,358,374,308,2022-01-17 12:48:31.873
284,125,164,252,143,72,358,374,307,2022-01-17 12:48:31.983
284,128,147,250,146,74,358,373,305,2022-01-17 12:48:32.094
285,125,159,249,144,69,356,374,310,2022-01-17 12:48:32.205
285,125,153,253,143,72,358,374,307,2022-01-17 12:48:32.315
285,125,149,253,144,71,356,372,310,2022-01-17 12:48:32.426
286,128,157,252,145,69,356,372,309,2022-01-17 12:48:32.537
286,128,141,249,144,69,356,372,310,2022-01-17 12:48:32.648
288,130,166,250,144,71,356,371,309,2022-01-17 12:48:32.758
285,125,133,249,143,73,358,374,310,2022-01-17 12:48:32.869
284,126,170,250,143,74,360,373,308,2022-01-17 12:48:32.980
286,130,138,248,146,73,357,371,309,2022-01-17 12:48:33.090
288,128,173,245,145,69,356,371,310,2022-01-17 12:48:33.201
286,128,138,248,146,73,357,371,309,2022-01-17 12:48:33.311
288,128,172,249,145,69,356,371,309,2022-01-17 12:48:33.422
