MQ-3,MQ-135,MQ-138,MQ-136,TGS2611,MG-811,MQ-137,MQ-5,MQ-131,tsm
225,135,285,273,159,84,363,364,328,2022-01-17 13:52:04.014
227,138,286,275,162,86,364,362,324,2022-01-17 13:52:04.123
230,138,285,273,157,84,361,362,327,2022-01-17 13:52:04.233
230,138,286,274,159,85,361,361,325,2022-01-17 13:52:04.343
226,142,288,274,162,86,363,361,325,2022-01-17 13:52:04.453
228,135,285,273,157,85,362,363,326,2022-01-17 13:52:04.563
228,135,285,275,159,84,362,364,328,2022-01-17 13:52:04.672
227,138,288,274,160,85,364,359,325,2022-01-17 13:52:04.782
228,138,286,274,160,85,364,361,325,2022-01-17 13:52:04.891
230,138,285,273,157,84,360,361,327,2022-01-17 13:52:05.001
227,138,286,274,162,88,365,363,325,2022-01-17 13:52:05.111
227,137,286,274,162,88,366,363,325,2022-01-17 13:52:05.221
225,135,285,275,160,86,364,364,326,2022-01-17 13:52:05.333
230,138,286,274,159,85,361,361,327,2022-01-17 13:52:05.443
230,138,286,274,159,84,361,361,327,2022-01-17 13:52:05.554
225,133,285,275,160,86,366,364,326,2022-01-17 13:52:05.664
225,135,285,275,162,83,366,364,327,2022-01-17 13:52:05.775
225,133,285,275,160,83,364,364,326,2022-01-17 13:52:05.885
228,135,285,273,159,83,362,363,328,2022-01-17 13:52:05.997
230,138,285,273,157,81,361,362,328,2022-01-17 13:52:06.107
227,138,286,274,160,84,363,361,325,2022-01-17 13:52:06.218
228,137,285,273,157,81,361,361,328,2022-01-17 13:52:06.328
230,138,286,274,159,81,361,361,325,2022-01-17 13:52:06.439
227,137,286,275,162,82,364,364,324,2022-01-17 13:52:06.550
230,138,285,273,157,81,361,361,327,2022-01-17 13:52:06.661
228,135,284,273,157,81,361,363,328,2022-01-17 13:52:06.771
225,133,285,275,159,82,363,364,328,2022-01-17 13:52:06.882
228,137,286,275,162,82,364,363,325,2022-01-17 13:52:06.992
230,138,286,274,160,83,363,361,325,2022-01-17 13:52:07.103
225,135,285,275,162,82,364,364,324,2022-01-17 13:52:07.214
230,138,286,274,160,81,361,361,325,2022-01-17 13:52:07.324
228,138,286,275,162,82,364,361,325,2022-01-17 13:52:07.434
227,137,286,274,162,82,364,363,325,2022-01-17 13:52:07.545
225,137,285,275,162,83,364,363,324,2022-01-17 13:52:07.656
227,138,286,275,160,82,363,361,325,2022-01-17 13:52:07.767
228,137,285,273,157,81,361,362,328,2022-01-17 13:52:07.878
225,137,286,276,162,82,364,363,325,2022-01-17 13:52:07.988
230,138,285,274,157,81,361,361,327,2022-01-17 13:52:08.099
227,138,286,275,162,82,365,363,325,2022-01-17 13:52:08.209
225,133,285,275,159,82,363,364,328,2022-01-17 13:52:08.320
227,137,285,273,157,81,362,363,328,2022-01-17 13:52:08.431
223,127,284,279,159,82,362,363,328,2022-01-17 13:52:08.542
228,137,285,273,157,81,361,362,328,2022-01-17 13:52:08.652
230,138,285,274,159,81,361,361,325,2022-01-17 13:52:08.763
227,138,286,275,162,82,364,362,325,2022-01-17 13:52:08.873
228,137,285,273,157,81,361,362,328,2022-01-17 13:52:08.984
230,138,285,275,157,81,361,361,327,2022-01-17 13:52:09.095
227,135,285,273,157,81,362,363,328,2022-01-17 13:52:09.205
230,138,286,274,159,81,361,361,327,2022-01-17 13:52:09.315
230,138,285,275,157,81,361,361,323,2022-01-17 13:52:09.426
225,135,285,275,160,82,364,338,322,2022-01-17 13:52:09.537
230,138,286,275,159,84,359,353,319,2022-01-17 13:52:09.647
228,138,286,275,160,83,372,375,293,2022-01-17 13:52:09.758
228,133,285,283,159,81,384,371,294,2022-01-17 13:52:09.869
230,137,285,281,157,81,429,375,292,2022-01-17 13:52:09.980
228,133,285,281,157,78,390,379,294,2022-01-17 13:52:10.090
230,136,287,279,157,81,403,375,291,2022-01-17 13:52:10.201
230,138,288,278,158,81,386,372,289,2022-01-17 13:52:10.312
228,138,290,278,160,82,376,372,291,2022-01-17 13:52:10.423
225,135,288,278,158,83,394,371,291,2022-01-17 13:52:10.533
225,133,287,277,157,82,399,372,294,2022-01-17 13:52:10.644
227,136,288,278,160,82,391,371,290,2022-01-17 13:52:10.754
225,133,287,278,155,82,382,363,291,2022-01-17 13:52:10.865
223,135,287,276,158,82,378,370,291,2022-01-17 13:52:10.976
230,138,287,276,157,81,377,368,293,2022-01-17 13:52:11.086
230,138,238,278,160,85,377,363,292,2022-01-17 13:52:11.197
229,135,287,277,157,85,370,364,302,2022-01-17 13:52:11.307
230,137,247,279,157,85,369,366,296,2022-01-17 13:52:11.418
228,133,265,280,160,88,372,370,294,2022-01-17 13:52:11.529
228,133,241,279,157,85,371,368,294,2022-01-17 13:52:11.639
230,136,265,279,157,84,371,367,292,2022-01-17 13:52:11.750
228,133,292,279,157,83,374,370,291,2022-01-17 13:52:11.861
228,133,289,279,157,81,372,368,294,2022-01-17 13:52:11.972
230,134,293,279,157,81,372,368,292,2022-01-17 13:52:12.081
225,132,300,279,157,79,374,370,291,2022-01-17 13:52:12.193
228,133,297,279,157,77,372,368,294,2022-01-17 13:52:12.303
228,133,299,277,157,77,371,368,294,2022-01-17 13:52:12.414
228,133,297,279,157,80,372,369,294,2022-01-17 13:52:12.525
230,134,297,279,157,77,372,367,293,2022-01-17 13:52:12.635
230,136,298,280,160,79,373,367,292,2022-01-17 13:52:12.745
229,133,297,277,157,77,372,368,294,2022-01-17 13:52:12.856
229,133,297,277,157,77,372,368,294,2022-01-17 13:52:12.967
230,134,298,279,157,77,372,367,293,2022-01-17 13:52:13.078
230,136,302,280,159,77,373,367,292,2022-01-17 13:52:13.188
228,133,301,279,157,77,372,370,294,2022-01-17 13:52:13.299
227,136,302,280,162,79,373,368,292,2022-01-17 13:52:13.410
227,133,300,282,162,78,374,369,291,2022-01-17 13:52:13.520
225,132,300,278,159,78,374,370,294,2022-01-17 13:52:13.631
