MQ-3,MQ-135,MQ-138,MQ-136,TGS2611,MG-811,MQ-137,MQ-5,MQ-131,tsm
547,534,485,315,705,34,757,459,283,2022-01-22 19:10:28.902
551,539,483,314,698,31,754,455,284,2022-01-22 19:10:29.011
551,539,485,314,700,33,755,457,281,2022-01-22 19:10:29.121
551,538,482,313,702,29,754,455,283,2022-01-22 19:10:29.231
547,534,485,314,705,32,757,459,282,2022-01-22 19:10:29.340
547,534,485,314,705,34,757,459,283,2022-01-22 19:10:29.451
548,534,484,313,705,30,756,458,286,2022-01-22 19:10:29.560
551,537,482,313,702,29,754,454,284,2022-01-22 19:10:29.669
550,535,483,311,703,29,753,456,286,2022-01-22 19:10:29.779
548,534,485,314,707,32,757,458,283,2022-01-22 19:10:29.889
548,535,486,314,705,34,757,459,283,2022-01-22 19:10:29.999
551,535,481,313,702,29,754,455,284,2022-01-22 19:10:30.111
551,536,482,311,702,29,754,455,284,2022-01-22 19:10:30.221
549,533,483,313,706,29,755,457,283,2022-01-22 19:10:30.331
551,537,484,314,700,33,754,456,281,2022-01-22 19:10:30.441
551,537,483,314,699,31,754,455,281,2022-01-22 19:10:30.552
549,532,483,311,706,30,755,458,286,2022-01-22 19:10:30.664
552,537,482,312,700,29,754,455,284,2022-01-22 19:10:30.774
552,536,481,311,702,29,754,455,284,2022-01-22 19:10:30.885
548,534,485,314,705,34,757,459,282,2022-01-22 19:10:30.995
547,534,485,314,705,34,757,458,281,2022-01-22 19:10:31.106
551,534,482,311,702,29,754,455,284,2022-01-22 19:10:31.216
550,533,481,311,702,29,752,455,284,2022-01-22 19:10:31.328
551,535,482,311,702,29,754,455,284,2022-01-22 19:10:31.438
550,534,481,311,702,29,754,456,284,2022-01-22 19:10:31.549
548,532,484,311,706,30,756,458,282,2022-01-22 19:10:31.659
551,536,482,312,699,29,754,455,281,2022-01-22 19:10:31.770
551,534,482,311,702,29,754,454,282,2022-01-22 19:10:31.881
547,532,485,313,706,34,757,458,282,2022-01-22 19:10:31.991
